,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotion
64,-582.44617,48.863873,5.679734,13.83985,9.732796,5.504306,4.6439776,-3.5675771,-3.9662294,5.644173,-1.9080126,-1.74539,4.3161774,-0.0075651393,-0.385141,1.2495916,-0.3386147,0.035152078,0.8251333,0.62438136,-2.249612,-0.317536,-2.4616375,-0.68329525,-1.0516251,1.6411984,-0.96767294,1.217374,-0.8614231,0.11311776,-1.8856437,0.34745422,-1.164119,0.11070395,-1.6771309,-1.0369097,-1.0483773,-2.322184,-2.4294255,-1.6263471,disgust
573,-449.2556,44.87273,-10.503034,4.327962,0.4503674,-9.869686,1.5626011,-2.0476682,-8.70335,-0.10561281,-4.6881704,-0.41776386,-2.481066,-3.7925994,-0.59052926,-3.2204733,-5.138783,-1.1244433,-2.0722475,-0.04424518,-4.1049523,1.4525073,-2.0816257,-0.335041,-0.091738395,1.476684,0.9650447,5.6987143,5.9117503,6.5767164,5.5890265,4.655516,2.8157458,3.4487774,2.2818086,3.306895,0.7501174,3.2058241,1.8902436,1.3248885,angry
2643,-398.994,46.39181,-11.255847,-5.9670577,-3.2799866,1.2209743,-15.306038,-9.98651,-9.57162,-12.807639,2.081651,-10.402266,-5.5977244,-1.1301783,-5.625648,-2.9286487,-6.676248,-1.154632,-3.772107,-6.9096913,-8.151941,0.21300107,0.08156048,3.8126442,3.8087037,4.5742106,4.156906,6.840046,6.337307,4.4761586,0.17255168,0.05140139,0.49278978,3.8004076,3.7178378,3.764069,0.12487892,-0.13261561,-2.171215,3.7352018,happy
2719,-695.112,57.232613,3.5423212,7.8346233,1.0523444,2.1742625,-6.0362678,-5.818383,-6.7821975,-1.3809316,0.47105956,-4.5525527,1.6715693,-0.8971319,-2.2255054,0.35979414,-5.418961,-0.41885382,0.10306695,-1.5459356,-2.6889474,-0.4351911,-2.6224532,-0.5911611,-1.0856649,1.6877149,-0.4482999,1.4471458,1.1463405,1.5859457,2.856558,2.7147276,2.413709,2.456622,0.8323583,4.1005187,0.08062779,2.0354228,0.51303864,1.6191754,surprise
2106,-723.71313,67.22469,17.922281,18.497843,9.793801,13.589759,7.0026054,-1.6399395,-0.71690154,1.2053955,3.763807,-0.9194553,4.5006566,1.2725947,4.241373,4.001853,-2.5100276,3.530003,0.6832092,3.4218283,-4.7312694,0.9161029,-0.4332222,-1.9488517,-0.14048778,1.144908,-1.6656417,1.9719304,-0.6654275,2.8401947,0.027925786,-1.0058494,-1.3264107,-0.6554779,-1.0767125,1.0201309,-1.2387773,-1.7991843,-2.764126,-1.3601547,sad
2274,-768.1626,60.82282,18.165966,22.787415,16.37056,11.338637,3.1976023,-2.2371612,4.52403,6.088352,0.20464976,6.4635587,3.188486,-0.8310623,4.121896,4.2852874,2.0864167,4.835739,-0.5712026,3.7299821,1.1705558,1.6344991,-2.8276596,2.1064796,-2.2910926,2.2271442,-1.9475313,1.4500246,-1.4162415,2.6129065,-1.3577665,1.7828131,-3.1311052,0.13851935,-3.3321471,1.3202715,-0.98546344,1.274647,-2.7514362,0.54959434,fear
856,-619.6789,42.54294,-4.730027,6.8747125,2.7850475,-5.616718,-12.009936,-10.504112,-15.247078,-4.5966306,-6.047536,-9.583365,-1.2074246,-6.7773247,-0.8014943,-5.8949323,-6.9207354,0.24484998,-6.204806,-3.4081054,-6.0024133,-2.868712,-6.3849773,-1.8923675,-5.269591,0.73969156,-4.526009,-0.48487735,-2.671102,2.961669,4.865587,8.25261,9.711798,12.138362,10.157177,8.60106,3.9188137,4.041127,0.33495638,2.2123408,sad
2636,-378.7203,31.01206,-31.116985,-3.1658883,-21.434238,-16.220343,-4.2242436,-14.6309805,-6.6407113,-4.7879915,-6.309672,2.347476,-3.4903183,7.0577116,1.7681028,2.1332629,0.6316285,-2.664554,-4.6156416,-0.03551757,-0.7105244,-3.2297094,-3.1294177,-1.8554873,-2.4435265,-0.37456766,-0.058879934,-0.32207307,0.378778,0.62422395,-2.1846592,0.18581772,-0.8380923,1.0403721,-0.6367706,1.0139742,-0.33859062,-0.50725335,-1.4234387,1.9326143,angry
2746,-719.5033,59.171806,2.5003402,8.868759,9.854474,3.887822,-2.5067418,-5.5320144,-5.017736,1.4925097,2.9814184,-2.3174143,5.3672824,1.0806047,-1.6521771,4.9773183,-4.3939366,0.47698644,3.26467,-0.22475076,-2.1186185,0.99318194,-1.9294872,0.04803418,-1.1835755,0.8604689,0.44468185,1.0326204,0.30604193,0.6597937,0.103274055,-0.81588626,0.43944746,0.62679845,-0.5796557,1.5349633,-1.6032088,-0.59315974,-2.9350889,-1.2984953,neutral
1807,-676.2738,52.397697,5.182033,6.062066,4.501571,-2.6766372,-2.3044934,-11.054175,-4.132285,-0.5385109,-7.702119,-2.7392633,-6.7094345,-3.0448248,-0.5213282,-9.421704,-5.02889,-2.5986006,-6.628751,-4.5843825,-4.0157576,-4.1581244,-6.8415074,-3.4354641,-4.8879046,-1.0681592,-2.2955291,1.5131233,-1.6343266,3.6243908,1.2595668,3.3058488,1.8044686,4.4324374,2.6237757,5.7948923,3.511292,7.327236,3.2543879,5.772216,neutral
1878,-682.7604,64.573166,3.8269813,8.614511,10.934704,1.3239838,-3.150566,-4.8213344,-5.357705,-4.199223,2.7529063,-4.359591,-2.745538,-1.8077041,-2.5373614,1.8312534,-4.2351227,-1.0061618,-2.4516366,-0.7097636,-2.4062963,-0.9675431,-2.5835605,-2.0920079,-4.10208,-0.95404315,-5.095496,-0.21098898,-0.2427286,-0.41394997,-2.4213548,-0.6315778,-2.104916,-1.7818321,-3.5357347,-0.78038245,-1.5203615,1.0418912,-1.3802575,0.7582569,calm
2871,-453.80267,23.709328,-15.452321,-2.5374968,-4.8054185,-17.741163,-11.553602,-14.983115,-9.891551,-5.248577,-7.269604,-1.6898115,-3.8070602,-3.3949423,-0.86111,-2.4991117,-2.6678655,6.716202,4.760816,10.052392,6.314479,5.906607,0.6035755,0.1398756,0.8033423,7.3856583,0.5172754,2.1552017,0.19052675,3.7763963,2.447147,3.1618867,0.16259082,1.6892444,3.971263,4.580118,0.13641013,2.6618958,4.792448,4.015102,fear
31,-535.5788,36.26328,-22.62245,4.016813,-8.625279,-12.712104,-9.146529,-14.396338,-6.2735677,-5.957328,-10.965572,-1.8183447,-11.756156,-0.33675233,-6.7059584,-6.56182,-0.02581979,-1.0245827,-2.0158758,1.8766125,-0.9340506,-4.3776426,-0.7196647,0.23311245,0.44885683,0.8236194,0.63432294,3.001583,1.0825896,3.7978172,3.1368902,7.1896067,5.9874964,4.104205,3.4896014,3.749009,1.5076903,2.9533577,1.2984381,1.5950668,happy
2336,-378.7203,31.01206,-31.116985,-3.1658883,-21.434238,-16.220343,-4.2242436,-14.6309805,-6.6407113,-4.7879915,-6.309672,2.347476,-3.4903183,7.0577116,1.7681028,2.1332629,0.6316285,-2.664554,-4.6156416,-0.03551757,-0.7105244,-3.2297094,-3.1294177,-1.8554873,-2.4435265,-0.37456766,-0.058879934,-0.32207307,0.378778,0.62422395,-2.1846592,0.18581772,-0.8380923,1.0403721,-0.6367706,1.0139742,-0.33859062,-0.50725335,-1.4234387,1.9326143,angry
745,-541.94977,42.230316,-9.9241905,-1.3340623,0.60001135,-5.391193,-7.5704856,-7.8909683,-10.538919,-4.0509963,-2.1049154,-4.7099347,-6.078615,-4.2883615,-5.8278217,-2.771504,-8.305762,-4.556435,-5.0934057,-1.820511,-4.3845925,3.0423179,0.08149314,0.6598288,-0.29808635,0.34728485,-2.1361113,0.30302098,0.72963876,-1.0024714,-0.038178716,-0.49045345,-0.3866696,1.4143034,0.4638767,2.0318203,0.67466724,1.3818752,0.5664007,0.8648017,surprise
597,-565.19366,57.313538,-13.672285,16.512543,11.578801,-4.3281784,-0.83317024,-0.5890044,-6.022862,2.049374,2.4913042,2.3980415,-0.84505314,0.8710491,2.7465565,-0.31626317,1.1098111,-2.7386029,1.0992659,0.7062401,-2.9940658,2.1079745,-0.96101046,0.9997653,-3.1700451,1.1169082,-1.3709526,1.6210382,-2.4749098,1.65941,-0.20618987,-0.0052878596,-0.21703303,0.093907446,-1.4351257,1.7656674,0.24899524,0.878867,0.9545374,0.32592356,happy
2493,-429.67233,20.209473,-21.637276,-3.8636568,-5.8410287,-7.0994277,-6.816237,-7.54478,-11.529516,-0.9230627,-8.350881,-5.5498924,1.6876401,9.159037,6.748109,8.654013,5.1030626,3.9020824,-0.7870207,1.461637,0.29365098,0.1992648,-5.1745596,-0.90412384,-1.2836342,3.8383524,0.5598509,2.6431026,1.9892074,1.6522592,-1.0076897,1.6978309,-0.46292886,2.0002327,-0.5319306,-0.35810134,-0.13519867,1.2366781,-0.09297674,0.09884626,happy
2021,-538.49915,39.377136,-12.930033,3.5931904,-4.047892,-12.508109,-16.095438,-9.816667,-12.986248,-2.9369006,-4.1679754,-12.370349,-2.469354,-9.155894,-2.7229745,-7.4385896,-7.7774086,-1.5792681,-8.32136,-4.41048,-6.2939687,-5.4588575,-6.641885,-4.2184715,-6.031389,-2.3468,-2.9282234,0.31748575,0.36243054,1.7228297,1.8515297,5.2455115,3.9418366,8.666009,6.845915,6.6193557,2.1784582,1.9097229,-1.2000797,2.7799654,disgust
2102,-680.28845,64.41693,18.469643,23.47137,14.807117,12.186271,2.5859854,1.5898058,-2.1111627,2.5951688,0.3337834,-2.5179765,3.5300746,0.048122536,3.4488294,6.2419267,-1.5573146,1.1616882,3.5351934,1.0626115,-1.9652957,3.7438922,-5.0043664,-0.5543627,0.17621623,1.8627471,0.17577696,3.174106,-0.9180554,0.92277765,-1.5816268,-0.39426965,-0.055790428,1.5944728,-1.1247711,1.1631992,-3.4751313,-1.6650691,-4.0754366,-0.77304995,calm
2190,-430.773,38.091976,-19.585054,1.8117775,-3.8755538,-15.21037,-12.503112,-16.848984,-9.975203,-0.089204244,-10.321105,-8.276355,0.23310666,-7.6773405,-2.3826277,-2.0292904,-7.9360304,-0.058615074,-0.9779362,0.29875484,4.782569,7.5396423,2.708885,5.880712,0.9398642,3.6774163,-0.8282417,0.9050614,1.0627131,0.19091146,0.76166844,0.9665027,-1.5882581,2.3536048,-0.48026028,0.0017730511,0.26846498,-0.67978656,-0.51595396,1.1896746,fear
640,-679.65686,62.071774,-8.461221,2.5809345,4.2027946,-11.273902,-22.04398,-11.232704,-0.37836897,1.8081417,-10.190518,-3.776956,-3.3125098,-6.191355,-4.363443,-1.5960103,-5.4432645,-2.617216,-5.597223,-4.9868283,-1.6579235,-1.0556039,-2.5389068,-2.6224897,-4.566309,-2.0805619,-1.349349,2.8512318,2.827442,7.933036,3.1169176,7.120714,3.9231756,9.960281,5.623383,9.3609295,4.2436495,4.634,5.661039,8.463696,calm
367,-719.9197,73.9831,24.775673,25.98836,18.660969,13.578579,7.066896,3.031735,-0.30822384,3.8610475,5.2617593,1.5440149,-1.3613731,1.7944026,4.209712,3.788371,0.9402574,1.4291117,-0.20710605,1.5708165,-3.0574722,3.2712703,-1.6597992,-0.8955025,-1.8192986,0.85189116,-2.978815,2.2140002,-2.039173,-0.23379742,-1.0273457,2.0020037,-1.6550021,0.34318534,-3.3345287,-0.9524853,-2.5957174,-0.13371556,-3.3033926,-0.68009067,calm
207,-664.9116,49.419117,5.439912,4.7628355,0.93730646,-10.755997,-14.896099,-5.3656335,-7.375365,-1.9508667,-8.704804,-2.9572136,-1.8624347,-6.5297894,-2.5624619,-4.445034,-5.039393,-3.5997367,-6.1899705,-3.4033144,-5.8115926,-3.9171143,-4.267674,-4.8534484,-5.687839,-3.4371777,-2.6554646,-3.481595,-4.4223127,-4.354445,-5.119751,-2.5710158,-2.3196065,1.0301435,2.6930895,5.0046787,1.9875232,1.4411174,-1.3233991,1.0983727,calm
128,-384.06427,34.256424,-17.813843,1.6445545,-1.4034644,-10.599476,-11.906976,-2.3656278,-9.861037,-5.02252,0.30586255,-3.8414166,-3.687165,-1.0800028,-6.967491,-2.9929368,-4.489381,-4.580424,0.10176616,-1.3782556,-0.80596405,3.9958088,2.4608295,2.2955298,1.8016582,3.7039022,-0.45614386,2.5337753,0.25338507,3.7399218,0.1368583,2.7707934,0.5100991,2.2995036,0.8187628,2.5100946,-0.38249156,-0.94595796,-1.1168352,-0.13901876,angry
843,-636.9012,46.77302,-8.414592,0.0010959625,2.435359,-7.3342924,-10.920239,-11.325074,-12.029461,-0.18301749,-2.9844894,-6.76653,-1.0296023,-2.9757857,-1.696064,-6.023043,-4.0684943,-3.7128708,-4.2973228,-5.2319903,-4.6822023,-2.9643404,-5.01509,-0.6163823,-3.9194255,0.45171413,-1.3637373,1.9195526,0.7115482,3.050482,1.1826704,2.023618,0.6349867,2.332899,3.7816532,6.2833076,8.0523405,9.958212,5.871957,4.20851,sad
2662,-635.1229,63.976414,6.700347,11.793031,7.1260514,0.12350372,-11.55465,-3.81188,-1.6332923,-6.4070325,3.9669473,-5.0955434,-2.7082233,-1.206511,-5.7289577,0.6001279,-4.0427465,-2.5551069,-0.85831386,-4.519006,-3.2614284,-3.2835739,-3.8939037,-3.484618,-4.5944147,-0.22253478,-3.6843345,-0.48744157,-1.9815172,-1.1211972,-2.5837142,-2.350977,-2.8241584,-0.7139514,-2.3830712,-1.8899912,-3.7937994,-4.4882665,-4.041113,-1.753141,calm
1820,-490.7033,39.538204,-27.377106,-6.784226,-8.2251005,-17.434532,-10.187456,-16.875877,-12.717451,3.8464289,-10.299472,-1.7904919,-6.1946726,-0.98980826,6.500928,6.3917146,8.009431,11.9628105,4.9769034,5.10879,2.9017313,6.2313,0.2564734,1.3194792,-3.6733177,-0.24330626,0.8396103,1.1714835,0.63010526,2.8458567,3.3799899,3.8429644,1.076538,2.084879,1.0320109,4.1142497,2.1562471,1.6727027,0.06650908,-0.5349331,sad
2219,-583.7695,52.00445,6.553226,16.235048,5.569338,-1.107539,-4.012475,-17.15014,-2.9669821,-4.092736,-9.049513,-2.2564003,-1.6603001,-4.6939573,2.2214572,0.116635926,-2.721081,0.14237723,-1.4125553,-1.8898181,-5.2100077,1.5762875,-2.9259007,-0.23369628,1.4399502,2.0043402,-0.7703141,3.0076766,-1.1129797,-0.14063741,-1.6631783,3.0416706,3.076614,5.7311873,5.549827,9.30198,4.4201374,5.581006,0.9706757,1.5091996,sad
2588,-782.0967,42.159588,7.5990868,4.2269464,-5.3072963,-1.0640409,-7.406447,-8.031735,-3.7889612,-2.3464954,-2.4503965,-4.1752496,-3.7197812,-1.7800602,-4.913941,-3.39267,-2.4393487,-4.366333,-4.6393337,-1.5187827,-4.711674,0.0812976,-0.1509805,4.042386,1.9578878,5.147386,0.789013,-0.14319824,-3.0522428,-0.07914639,-0.76283777,2.0109818,-1.9518111,-0.19216521,-1.1113335,1.6920011,1.5430877,3.4220605,2.1770744,5.1561503,calm
1318,-574.37366,44.21566,-2.3618054,4.267144,-2.508569,-5.8653426,-6.6196475,-7.5177264,-8.779405,-5.3003016,2.4373052,-4.062595,-3.9627755,-1.25071,-3.2119002,-1.9173745,-5.913684,-2.2376425,-0.16348359,-1.1758363,-4.7479153,-0.124056555,-3.880365,0.087136514,0.0329027,3.830495,1.7765818,3.7002797,0.68155164,3.5543897,1.3502603,5.46817,4.2242117,4.295953,3.6504776,4.8675847,3.4421103,2.3867054,2.538423,3.1663823,surprise
10,-629.4979,49.499107,-14.418691,5.444785,-7.9560046,-5.2017617,-9.801171,-15.274473,-4.0444875,-0.23157418,-10.309918,-1.9046068,-9.48154,-2.9558547,-6.174196,-4.4114294,-3.0291462,-5.5438304,-5.260103,-3.5681858,-3.9109387,-6.500144,-4.7131014,-2.0855775,-6.8213377,-2.0593967,-2.929197,-0.0635547,1.5382605,3.4942017,2.6519845,5.3999643,3.1614914,3.8214347,1.8667308,2.7745955,1.5295521,4.5283675,3.9033167,3.6800578,disgust
2783,-501.362,29.307453,-25.765537,-7.103436,-6.657316,-18.079803,-12.879893,-14.035048,-21.375399,-1.2141575,-2.7369034,-14.600492,1.5495789,-3.6012037,-3.6097386,-2.0825799,-3.1641548,0.9775725,3.651733,6.70614,9.190066,11.091797,-0.8398129,2.9681973,-3.0125473,-2.141263,-1.8206666,2.7821398,-2.235493,2.3821106,-5.784496,-2.4994607,-2.2268403,-1.6418082,-2.6803184,0.9712166,-0.8287994,1.4066474,-1.5533326,0.5739703,sad
1078,-617.0359,68.70589,13.196305,7.487179,3.8583455,-0.45615032,-5.692604,-13.714039,-0.23038428,0.05297405,-7.074252,-2.874168,1.6059836,-3.4836876,3.6713092,-2.0109518,-1.185389,-0.05181145,-0.94125587,-2.7569609,-3.1986337,-1.3650131,-2.1438606,-2.924255,-2.4167237,-0.9560655,-3.778071,0.90725017,-1.3820301,-1.0704918,-1.9327117,1.5412456,1.3995799,3.4974556,6.2270255,8.331219,8.485947,8.182175,3.6230981,4.0895867,sad
911,-474.2247,10.371183,-25.052898,-2.3355637,-9.799413,-17.97335,-9.226479,-17.656712,-9.360545,-6.7168746,-8.166137,-6.346801,-0.4579947,11.612278,7.828591,11.326983,6.259592,-0.7587548,-2.1447585,-0.035219274,-2.8714967,-1.2957556,-3.0247138,-0.1873343,0.026035858,0.8888049,-1.4608736,3.8734176,2.877031,-1.0407939,-4.5364466,1.7681173,0.204361,0.8650084,-2.7528427,2.0705078,-1.2856348,-0.5688273,-0.97785455,1.1324228,sad
729,-567.49164,42.72626,-1.655005,5.2047715,1.4081594,0.09729836,-2.9885004,-3.1857383,-8.8089485,-5.4979777,-0.5152671,-4.2222686,-3.3359563,-2.5078523,-4.500223,-0.9630545,-5.596575,-1.6455293,-4.511067,-2.7706409,-4.8767514,-2.1229377,-4.3652844,-3.6465766,-2.225228,-2.079833,-3.7011375,-0.9196575,-1.9948086,-2.705626,-0.82602614,-0.67853874,-0.16008888,1.5375087,0.91084385,1.7813319,1.0499083,1.5196625,0.79117465,1.5194856,disgust
2202,-388.14795,33.640766,-20.053808,-0.539161,-14.654188,-11.592294,-9.56725,-12.972136,-12.2513485,-5.456592,-8.447279,-6.1514454,-6.8480735,-5.7887583,-2.0326505,-7.5588994,0.38302398,2.1884422,-0.26237845,3.5378973,-2.217157,0.9444737,-3.8855083,1.9586831,5.4456854,4.9359384,1.9772077,1.7489474,1.6579508,1.6766893,1.5986422,-0.989514,-0.8314784,1.6946462,-2.117333,2.4256349,-1.7453929,2.3251553,-0.06710219,-0.05987976,angry
785,-568.03015,51.205154,-17.660023,5.520024,-11.971014,-12.097884,-14.182861,-15.737517,-13.76492,-3.1984231,-8.220556,-6.32093,-1.2870787,-7.663493,-4.609147,-4.9662986,-5.692876,-1.9329845,-6.573875,-3.8765523,-4.869411,-4.559189,-3.9876313,-4.030691,-5.381952,-2.8774004,-3.0449996,-1.2077972,-0.37056923,1.4420805,2.1016693,2.4061804,3.650966,3.985027,2.5140736,2.1348886,0.07566908,0.39174125,0.050256167,0.45478058,disgust
2817,-680.13306,48.99814,4.397508,-0.024488121,-2.2583194,-4.969915,-0.08893814,-14.177774,-10.821666,-2.4043043,-6.1082034,-4.338121,-5.6863227,-3.533097,-2.60714,-6.7370977,-4.641928,-5.3882623,-4.9622993,-6.930745,-5.130919,-4.196209,-6.8213816,-3.7744906,-4.9311895,-3.9591134,-3.9084237,1.4161763,0.17666432,5.141135,4.0901814,5.4135656,4.6398787,5.1985393,4.68401,5.0555615,3.9469445,0.9692526,0.08742256,1.4416856,sad
134,-572.9952,51.11543,3.419715,5.7354918,-4.760316,-5.5818834,-4.2945786,-3.3319345,-7.037662,-5.8749614,2.8924444,-4.1093345,-4.952767,0.12308946,-2.6760437,-3.7754672,-2.9202015,0.7383682,0.3942341,5.133679,-0.45200664,3.0656893,-1.8470131,0.5186679,1.4544916,3.2387486,0.5867686,4.725047,1.2962909,4.2268395,-0.2700223,1.3143907,1.2001475,5.617755,5.8936663,7.564347,3.7924812,2.7527945,1.561618,3.7813368,surprise
513,-539.91254,46.299046,-0.25520658,12.372509,-6.6713943,-3.348407,7.26141,-4.7181077,-3.3497436,-4.3196115,-0.94785106,-2.240962,-0.9229978,1.1572497,-2.2267203,-0.013063871,0.40413594,0.16925555,-0.026459595,1.8886496,0.009155421,2.649763,1.6542636,2.4960334,0.5554988,2.1833081,3.585673,6.449605,4.8337913,5.432082,1.1499065,2.4726996,4.427141,8.835832,7.2499247,6.1509748,2.5086246,3.5262194,1.9321097,3.8874085,angry
2539,-684.67206,83.23517,14.276167,18.36835,17.42526,8.392051,-0.63163084,-4.6025753,3.8891294,1.9737532,0.68169516,2.839181,6.6644588,0.072190806,-0.6365086,5.8128915,-2.051103,3.0012295,1.7538569,0.5101946,-2.551698,3.4829032,-3.005678,2.1915061,-3.6342022,6.0881696,1.2819126,3.5819643,-1.069891,1.2322007,-1.1539344,1.560925,1.2229446,1.7556181,0.22644882,-0.76705396,-2.7991862,1.2823437,-0.9731137,1.4947139,calm
1442,-627.4705,50.89055,-4.893385,10.5070715,3.70411,-3.614306,-8.667972,-7.1464233,-15.135485,-4.4346013,-2.2045429,-6.9590745,0.33116084,-4.9061923,-5.1069,1.2198786,-9.07995,-3.438987,-0.7151809,-2.6802914,-6.5082064,-2.0350785,-7.142913,-3.9023414,-3.8008113,-1.4843087,-4.674724,-2.2811408,-2.6084313,-1.3512268,-2.8481922,-2.9721007,-3.4253345,-2.000236,-3.7978947,0.84204787,-0.58165073,-1.7636478,-3.237337,-1.8475777,sad
501,-732.97144,70.690636,12.37075,23.337011,8.536958,4.2145514,5.3819375,-4.337357,1.6690934,-2.7231858,0.8138358,-2.6697478,1.8576592,0.4731078,1.0252723,-0.3729742,-0.027304644,2.5312932,1.3112766,3.9852939,-1.1968497,2.7694647,-1.7271246,2.397428,-1.6610501,-0.13639887,-0.47479925,1.7076595,1.1853182,3.625617,-1.3637741,2.7242534,2.5939243,7.1644106,8.823672,11.003519,6.897126,4.4673443,2.755777,2.758795,sad
2352,-498.9889,66.9362,-0.6750157,5.629607,-5.468802,-6.4138417,-13.545594,-1.0937104,-7.636963,-11.604573,-3.2730522,-4.939369,-7.277763,-4.783604,-5.3023815,-7.9701405,-4.3741226,-5.1641264,-3.3872864,-4.798919,-5.548293,-6.555222,-5.261213,-4.97938,-4.1394486,-2.8518848,-5.3890524,-1.4599357,-3.8098388,-0.59656525,-3.1056979,-2.3961532,-5.2528853,0.15512499,-4.399463,-0.37608805,-4.6526856,-4.470239,-5.336771,-0.75213593,disgust
1392,-508.35916,52.126095,-9.4551525,10.642725,1.9711014,-11.005115,-7.1781707,-5.299501,-15.975144,-3.2241285,-6.171987,-10.677532,-1.4466208,-4.9024696,-2.60065,-4.1211643,-7.8449,-3.7081366,-3.3452427,-4.2187276,-2.6950138,-2.2681167,-3.2033098,-2.198585,-0.113236055,0.084045894,-1.0115557,2.5933602,-1.6066941,2.2670934,-1.4944067,0.3366505,-0.01427676,-0.83138853,-1.6850281,0.47822338,-0.71905595,-0.31511325,-2.8063948,-0.7706233,surprise
1243,-648.04004,65.04307,14.119349,19.11056,15.406819,8.217191,7.7473083,-0.9556673,-3.080929,5.4349403,0.09823264,0.04331721,6.180606,0.8167461,0.7214618,0.9855939,0.17221035,0.7126032,0.0665733,2.0943618,-1.6730158,1.8331039,-2.1942437,1.2359091,-0.849074,1.1469742,-1.4686176,0.80118877,-4.2821436,1.3559275,-0.39679664,0.59120846,-1.1909848,-0.48058534,-3.5157115,-1.4676111,-1.2090001,-0.981263,-1.9253249,-1.8993362,calm
322,-697.7926,54.89004,0.6634666,12.435784,7.7339525,0.5307498,-3.216631,-3.1593955,-10.977551,-2.8487113,0.8152977,-3.0370667,1.9554471,-3.7356687,0.4377006,0.7823563,-4.0714293,-1.8607763,-1.3236899,-0.9204633,-5.9476104,-0.5054386,-2.3373904,-4.5227804,-1.6797216,-0.81932145,-4.858482,0.25533608,-2.1487043,0.1450548,-2.0357547,-2.1196356,-2.7125883,-1.8361282,-3.2048037,-1.5453695,-1.0909369,-1.7701064,-3.5011318,-1.5380877,neutral
2113,-512.04504,45.327835,-14.8583555,2.5537393,-2.5825548,3.445897,-11.73061,-15.518188,-8.652678,-3.353231,2.3326933,-8.222858,-3.5416856,0.25989076,-0.773989,1.655825,-4.2478566,5.7729044,-1.4248021,-2.4051924,-4.575644,1.7475199,-0.38824692,9.909309,13.078926,19.391964,13.072355,10.758812,0.58338,6.073606,1.2187301,5.065289,3.061954,1.0045482,-0.7510378,5.708447,-0.2723307,0.7519628,-1.3759161,0.34883317,happy
1030,-535.4293,53.829712,-9.72831,5.498386,5.5866556,-6.0453897,-13.718676,-21.878216,-5.188023,5.834102,-5.0467663,-3.3751764,3.5024223,-1.0925041,3.8595693,1.0462823,-7.7213674,-5.353202,-3.8777344,-5.5352526,-3.382402,2.0777328,-3.300945,4.490992,4.868837,10.573525,6.6860027,5.055245,5.6729717,2.7449403,0.7598415,0.4894046,1.7508292,3.5602977,0.988384,2.2371852,-2.054056,1.471655,-0.6105498,-0.14722417,fear
1214,-499.17606,41.350506,0.9967056,5.921629,-1.0114537,-0.2210337,-3.1113489,-3.8604646,-5.5533676,-0.20316415,0.64005715,-3.0265386,-0.5295208,-3.7004235,-1.7714599,-0.106100686,-5.5388184,0.9600891,-2.3325272,-1.0869365,0.4590837,3.9503353,1.955875,6.2697735,4.911532,7.092872,4.47648,5.5026917,4.0236416,3.9082372,4.7346606,5.5850806,4.51356,4.682683,3.3488762,3.9523125,2.539086,2.1460252,2.2032304,4.249992,happy
2053,-560.31885,36.45198,-8.997945,-2.892305,-9.292503,-12.401764,-9.327458,-17.534666,-8.068563,-5.4065266,-8.555841,-8.800331,-6.781504,0.26722538,-6.5742826,1.8442916,-1.7586341,-0.8155428,0.3704175,1.2284051,-0.26758015,1.1980114,-2.3560972,0.11012414,0.4601415,0.7815081,-0.12892617,1.5997654,1.0272683,1.4490254,-0.7782858,1.3967757,0.47842,2.9420469,0.17404325,0.65641665,-1.0400816,-0.44542825,0.6025583,1.774308,surprise
932,-517.4884,25.390274,-9.163462,0.86340034,-7.7482033,-5.5317936,-5.4842134,-9.325698,-10.822278,-4.059269,-4.593663,-4.942143,-5.3608193,-0.7450523,-7.5858335,-4.2629843,-4.690205,-4.312044,-3.893292,-3.2904506,-3.9211264,-1.2967924,-0.58439,4.03747,6.295776,6.7662134,5.838388,5.5234575,1.0948058,3.5595562,2.1449075,2.515699,-0.31470984,-1.3581535,-1.3809123,0.760459,0.1412318,-0.99761426,-0.9770256,0.9388593,disgust
883,-571.5852,45.113064,-14.169151,-3.6720989,-5.5071087,-11.322743,-13.70832,-9.953053,-14.036226,-2.8562198,-6.695861,-10.68908,-2.5701442,-9.881027,-0.66273594,-4.6993937,-4.3342657,1.5301573,-0.8245465,-1.40913,-1.1099668,-0.13320477,-1.370642,1.6185018,-1.4607487,1.4291259,-1.5011351,2.4858696,0.55318874,2.7653437,1.3064641,1.3463249,0.8818992,3.4241183,1.9777015,1.241678,1.2206135,0.23131536,-1.7737538,-0.83009875,surprise
1381,-581.17993,62.529175,-5.628833,14.731945,11.588447,-8.020578,6.3955016,-3.9387038,-9.463903,2.72706,1.7183399,-2.5007164,-0.3143384,1.8634615,-1.3669666,0.96011794,-4.6802588,1.1437695,-1.114494,0.38950247,-3.033287,1.6467527,-4.8168435,-1.7214675,-0.8789565,-1.4432926,-3.123524,0.13535045,0.31057802,0.26942527,-1.1156883,-1.2654557,-1.3491554,-0.3147888,-1.3423798,-0.028689768,-1.2287318,-1.9352219,-2.2036572,-0.08290574,disgust
